product,quarter,department,departement ,targeted_productivity,smv (standart minute value),total work hour ,incentive,idle_time,no_of_workers,product_value_rate
Project B,Quarter1,Senior,8,0.8,4.6,2640,0,0,22,0.980984848
Project B,Quarter1,Senior,2,0.6,3.9,960,0,0,8,0.950625
Project B,Quarter1,Senior,11,0.8,2.9,1200,0,0,10,0.927291667
Project B,Quarter1,Senior,12,0.8,4.6,1080,0,0,9,0.868888889
Project B,Quarter1,Senior,1,0.7,3.94,960,0,0,8,0.812625
Project B,Quarter1,Senior,4,0.7,3.94,960,0,0,8,0.812625
Project B,Quarter1,Senior,3,0.8,4.6,1800,0,0,15,0.810111111
Project B,Quarter1,Junior,11,0.8,11.41,3420,50,0,56,0.800701754
Project B,Quarter1,Junior,3,0.8,29.4,1800,63,0,57,0.800534979
Project B,Quarter1,Junior,12,0.8,15.26,4080,50,0,34,0.800401961
Project B,Quarter1,Junior,1,0.7,26.82,6960,50,0,58,0.750651724
Project B,Quarter1,Junior,9,0.75,18.79,6240,45,0,52,0.750395513
Project B,Quarter1,Junior,4,0.7,26.82,7080,50,0,59,0.750050847
Project B,Quarter1,Junior,5,0.7,27.48,6960,40,0,58,0.700424138
Project B,Quarter1,Junior,10,0.7,21.82,6000,30,0,50,0.700422
Project B,Quarter1,Junior,2,0.6,15.28,1320,0,0,46,0.600099145
Project B,Quarter1,Senior,9,0.75,2.9,960,0,0,8,0.453125
Project B,Quarter1,Junior,7,0.8,30.1,1200,0,4,59,0.366053523
Project B,Quarter1,Junior,6,0.35,22.53,2640,0,0,39,0.26369382
Project E,Quarter1,Senior,12,0.8,4.6,1080,0,0,9,0.868888889
Project E,Quarter1,Junior,12,0.8,15.26,4080,75,0,34,0.850520588
Project E,Quarter1,Junior,1,0.7,26.82,8160,70,0,58,0.850045
Project E,Quarter1,Senior,7,0.8,4.6,6000,0,0,25,0.825444444
Project E,Quarter1,Senior,5,0.35,3.94,2400,0,0,10,0.80575
Project E,Quarter1,Junior,4,0.7,26.82,6960,60,0,58,0.800746552
Project E,Quarter1,Junior,3,0.8,29.4,6840,63,0,57,0.800578947
Project E,Quarter1,Junior,11,0.8,11.41,3420,50,0,58,0.800034503
Project E,Quarter1,Senior,6,0.5,2.9,960,0,0,8,0.7975
Project E,Quarter1,Junior,9,0.75,18.79,3480,45,0,51,0.749987124
Project E,Quarter1,Junior,10,0.7,21.82,6000,30,0,50,0.700422
Project E,Quarter1,Senior,1,0.7,3.94,960,0,0,8,0.664875
Project E,Quarter1,Senior,4,0.7,3.94,960,0,0,8,0.664875
Project E,Quarter1,Senior,11,0.8,2.9,960,0,0,8,0.657083333
Project E,Quarter1,Junior,2,0.65,16.1,4200,0,0,45,0.65024031
Project E,Quarter1,Senior,8,0.8,4.6,3600,0,0,15,0.590740741
Project E,Quarter1,Senior,2,0.65,3.9,1920,0,0,8,0.528125
Project E,Quarter1,Junior,6,0.5,23.41,2280,0,0,39,0.500528095
Project E,Quarter1,Junior,5,0.7,27.48,6960,24,0,58,0.408960345
Project F,Quarter2,Senior,3,0.8,4.6,1440,0,0,12,0.951944444
Project F,Quarter2,Senior,12,0.8,4.6,1080,0,0,9,0.945555556
Project F,Quarter2,Senior,9,0.75,2.9,1080,0,0,9,0.929074074
Project F,Quarter2,Senior,1,0.75,3.94,960,0,0,8,0.890604167
Project F,Quarter2,Senior,4,0.75,3.94,960,0,0,8,0.890604167
Project F,Quarter2,Senior,2,0.7,3.9,1200,0,0,10,0.884
Project F,Quarter2,Senior,5,0.5,3.94,960,0,0,8,0.857916667
Project F,Quarter2,Junior,4,0.75,26.82,6840,65,0,57,0.850084211
Project F,Quarter2,Junior,1,0.75,26.82,6960,65,0,58,0.85007069
Project F,Quarter2,Junior,3,0.8,30.1,3360,50,0,57,0.800511068
Project F,Quarter2,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project F,Quarter2,Junior,11,0.8,11.41,3420,50,0,58,0.800034503
Project F,Quarter2,Senior,11,0.8,2.9,960,0,0,8,0.755208333
Project F,Quarter2,Junior,9,0.75,18.79,5640,45,0,52,0.750371895
Project F,Quarter2,Junior,10,0.7,21.82,6000,30,0,50,0.700422
Project F,Quarter2,Junior,2,0.7,16.1,4800,30,0,45,0.700106061
Project F,Quarter2,Junior,6,0.6,23.41,2520,23,0,38,0.601037091
Project F,Quarter2,Junior,8,0.6,30.48,6720,0,0,56,0.600528571
Project F,Quarter2,Junior,5,0.5,26.82,7080,23,0,59,0.500033898
Project F,Quarter2,Senior,8,0.6,3.9,960,0,0,8,0.4509375
Project F,Quarter2,Senior,10,0.7,2.9,960,0,0,8,0.441041667
Project F,Quarter2,Senior,6,0.6,2.9,960,0,0,8,0.271875
Project A,Quarter2,Senior,11,0.8,2.9,0,960,0,8,0.960625
Project A,Quarter2,Senior,12,0.8,4.6,0,1080,0,9,0.902962963
Project A,Quarter2,Senior,5,0.6,3.94,0,2880,0,12,0.864342593
Project A,Quarter2,Junior,4,0.75,26.82,7020,65,0,58,0.850446154
Project A,Quarter2,Junior,1,0.75,26.82,7140,65,0,59,0.850426891
Project A,Quarter2,Senior,9,0.75,2.9,0,3600,0,15,0.841
Project A,Quarter2,Junior,3,0.8,30.1,5160,50,0,58,0.800842424
Project A,Quarter2,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project A,Quarter2,Junior,11,0.8,11.41,3420,50,0,58,0.800034503
Project A,Quarter2,Senior,3,0.8,4.6,0,1440,0,12,0.795416667
Project A,Quarter2,Senior,4,0.75,3.94,0,960,0,8,0.7953875
Project A,Quarter2,Senior,1,0.75,3.94,0,960,0,8,0.794566667
Project A,Quarter2,Junior,9,0.75,18.79,6240,45,0,52,0.750395513
Project A,Quarter2,Junior,2,0.7,16.1,5520,30,0,45,0.700516224
Project A,Quarter2,Junior,10,0.7,21.82,6000,30,0,50,0.700422
Project A,Quarter2,Senior,2,0.7,3.9,0,1200,0,10,0.6825
Project A,Quarter2,Junior,6,0.65,23.41,4560,35,0,38,0.650962281
Project A,Quarter2,Junior,8,0.65,30.48,6720,26,0,56,0.650421429
Project A,Quarter2,Junior,5,0.6,26.82,7080,23,0,59,0.600040678
Project A,Quarter2,Junior,7,0.5,30.48,6600,0,0,55,0.500610909
Project A,Quarter2,Senior,10,0.7,2.9,0,960,0,8,0.477291667
Project A,Quarter2,Senior,8,0.65,3.9,0,960,0,8,0.2640625
Project C,Quarter2,Senior,12,0.8,4.6,1080,0,0,9,0.92
Project C,Quarter2,Senior,5,0.6,3.94,1440,0,0,12,0.909391667
Project C,Quarter2,Junior,1,0.75,26.82,7080,75,0,59,0.900061017
Project C,Quarter2,Senior,3,0.8,4.6,1440,0,0,12,0.894444444
Project C,Quarter2,Senior,4,0.75,3.94,960,0,0,8,0.881575
Project C,Quarter2,Senior,1,0.75,3.94,960,0,0,8,0.880754167
Project C,Quarter2,Junior,4,0.75,26.82,5880,65,0,59,0.850084211
Project C,Quarter2,Senior,9,0.75,2.9,1800,0,0,15,0.821666667
Project C,Quarter2,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project C,Quarter2,Junior,3,0.8,30.1,6960,63,0,58,0.800071839
Project C,Quarter2,Junior,11,0.8,11.41,3420,50,0,58,0.800034503
Project C,Quarter2,Senior,11,0.8,2.9,960,0,0,8,0.758229167
Project C,Quarter2,Junior,10,0.75,21.82,6000,34,0,50,0.750608
Project C,Quarter2,Junior,9,0.75,18.79,6240,45,0,52,0.750395513
Project C,Quarter2,Senior,2,0.7,3.9,960,0,0,8,0.741
Project C,Quarter2,Junior,8,0.7,30.48,6840,30,0,57,0.700505263
Project C,Quarter2,Junior,6,0.7,23.41,4560,30,0,38,0.700246491
Project C,Quarter2,Junior,2,0.7,16.1,5400,40,0,45,0.700051852
Project C,Quarter2,Junior,5,0.65,26.82,7080,26,0,59,0.650044068
Project C,Quarter2,Junior,7,0.6,30.48,6840,25,0,57,0.630402924
Project C,Quarter2,Senior,8,0.65,3.9,960,0,0,8,0.560625
Project C,Quarter2,Senior,7,0.5,3.9,960,0,0,8,0.560625
Project C,Quarter2,Senior,10,0.7,2.9,960,0,0,8,0.39875
Project D,Quarter2,Senior,12,0.8,4.6,2160,0,0,9,0.922839506
Project D,Quarter2,Senior,11,0.8,2.9,2400,0,0,10,0.874027778
Project D,Quarter2,Senior,2,0.75,3.9,1920,0,0,8,0.819270833
Project D,Quarter2,Senior,4,0.75,3.94,1920,0,0,8,0.813309028
Project D,Quarter2,Senior,1,0.75,3.94,1920,0,0,8,0.812625
Project D,Quarter2,Junior,12,0.8,15.26,4080,63,0,34,0.800401961
Project D,Quarter2,Junior,3,0.8,30.1,6960,63,0,58,0.800071839
Project D,Quarter2,Junior,11,0.8,11.41,3420,50,0,58,0.800034503
Project D,Quarter2,Senior,3,0.8,4.6,1920,0,0,8,0.786631944
Project D,Quarter2,Senior,5,0.7,3.94,1440,0,0,12,0.75885
Project D,Quarter2,Junior,10,0.75,21.82,6000,34,0,50,0.750608
Project D,Quarter2,Junior,9,0.75,18.79,5040,45,0,52,0.750347333
Project D,Quarter2,Junior,2,0.75,16.1,5400,45,0,45,0.750140741
Project D,Quarter2,Junior,1,0.75,26.82,7080,45,0,59,0.750050847
Project D,Quarter2,Junior,4,0.75,26.82,7080,45,0,59,0.750050847
Project D,Quarter2,Junior,5,0.7,26.82,6960,30,0,58,0.700556897
Project D,Quarter2,Junior,8,0.7,30.48,6840,30,0,57,0.700505263
Project D,Quarter2,Junior,6,0.7,23.41,4560,40,0,38,0.700246491
Project D,Quarter2,Junior,7,0.65,30.48,6840,26,0,57,0.650596491
Project D,Quarter2,Senior,10,0.75,2.9,960,0,0,8,0.628333333
Project D,Quarter2,Senior,8,0.7,3.9,960,0,0,8,0.625625
Project D,Quarter2,Senior,7,0.65,3.9,960,0,0,8,0.625625
Project D,Quarter2,Senior,9,0.75,2.9,1800,0,0,15,0.505888889
Project D,Quarter2,Senior,6,0.7,2.9,720,0,0,6,0.394722222
